team_id,team_url,team,players_used,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,competition_id,season_id,id
squads,/en/squads/8d6fd021/Alaves-Stats,Alavés,29,38.0,10534,14746,71.4,199550,84871,4546,5494,82.7,4441,5542,80.1,1312,2838,46.2,20,25.4,25.9,-5.4,284,963,229,99,1160,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
2b390eca,/en/squads/2b390eca/2024-2025/Athletic-Club-Stats,Athletic Club,31,38.0,13665,17375,78.6,253362,90647,5552,6396,86.8,6520,7522,86.7,1395,2733,51.0,40,36.7,33.1,+3.3,351,1283,274,90,1579,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
db3b9613,/en/squads/db3b9613/2024-2025/Atletico-Madrid-Stats,Atlético Madrid,24,38.0,17826,21418,83.2,295213,100382,8814,9752,90.4,6993,7984,87.6,1486,2519,59.0,51,47.9,45.3,+3.1,348,1233,365,96,1559,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
206d90db,/en/squads/206d90db/2024-2025/Barcelona-Stats,Barcelona,28,38.0,22321,25721,86.8,371914,116385,10452,11341,92.2,9674,10643,90.9,1577,2424,65.1,72,67.5,64.7,+4.5,500,2020,479,77,2212,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/fc536746/Real-Betis-Stats,Betis,36,38.0,15770,19284,81.8,264738,91436,7583,8423,90.0,6318,7291,86.7,1341,2443,54.9,37,37.5,34.8,-0.5,417,1127,329,75,1486,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/f25da7fb/Celta-Vigo-Stats,Celta Vigo,30,38.0,17798,21253,83.7,312877,104182,7549,8367,90.2,8368,9325,89.7,1480,2521,58.7,40,38.4,36.9,+1.6,339,1424,300,53,1659,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/a8661628/Espanyol-Stats,Espanyol,27,38.0,10580,13996,75.6,199624,80026,4245,4942,85.9,4814,5678,84.8,1297,2629,49.3,27,24.5,23.4,+2.5,256,772,204,81,1000,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/7848bd64/Getafe-Stats,Getafe,30,38.0,8695,12922,67.3,169125,74933,3711,4579,81.0,3515,4628,76.0,1250,2951,42.4,21,23.9,23.8,-2.9,296,958,226,104,981,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/9024a00a/Girona-Stats,Girona,30,38.0,18273,21401,85.4,322614,100730,8002,8697,92.0,8458,9319,90.8,1526,2565,59.5,31,31.6,37.4,-0.6,308,1494,302,87,1691,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/0049d422/Las-Palmas-Stats,Las Palmas,34,38.0,14352,18209,78.8,254010,92291,6396,7255,88.2,6214,7269,85.5,1395,2776,50.3,27,26.3,26.5,+0.7,304,1059,246,79,1210,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/7c6f2c78/Leganes-Stats,Leganés,26,38.0,11207,14840,75.5,201808,76373,5038,5734,87.9,4716,5600,84.2,1169,2735,42.7,27,23.3,21.8,+3.7,241,796,187,45,1030,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/2aa12281/Mallorca-Stats,Mallorca,28,38.0,12613,16224,77.7,232365,90368,5538,6293,88.0,5349,6310,84.8,1466,2803,52.3,24,26.5,28.3,-2.5,282,973,239,112,1184,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/03c57e2b/Osasuna-Stats,Osasuna,25,38.0,12184,16028,76.0,230479,92624,5022,5858,85.7,5403,6487,83.3,1489,2835,52.5,28,29.8,33.4,-1.8,300,963,265,127,1221,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/98e8af82/Rayo-Vallecano-Stats,Rayo Vallecano,26,38.0,13936,17861,78.0,247359,94801,6459,7310,88.4,5793,6748,85.8,1401,2920,48.0,27,36.2,32.2,-9.2,374,1081,242,85,1362,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
53a2f082,/en/squads/53a2f082/2024-2025/Real-Madrid-Stats,Real Madrid,30,38.0,21356,24221,88.2,356264,110503,10517,11248,93.5,8566,9311,92.0,1723,2595,66.4,55,54.6,52.2,+0.4,501,1773,359,34,1967,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/e31d1cd9/Real-Sociedad-Stats,Real Sociedad,31,38.0,14880,18759,79.3,261975,89905,6750,7619,88.6,6360,7434,85.6,1421,2687,52.9,22,30.9,30.7,-8.9,284,1087,242,64,1341,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/ad2be733/Sevilla-Stats,Sevilla,35,38.0,14432,18057,79.9,252909,88471,6743,7466,90.3,6146,7086,86.7,1267,2706,46.8,32,30.8,24.4,+1.2,357,1072,210,60,1193,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/dcc91a7b/Valencia-Stats,Valencia,32,38.0,13938,17708,78.7,246799,86682,6341,7094,89.4,6081,7066,86.1,1284,2634,48.7,26,30.0,33.4,-4.0,283,1109,254,91,1340,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
squads,/en/squads/17859612/Valladolid-Stats,Valladolid,38,38.0,12052,15387,78.3,228419,83632,4795,5456,87.9,5607,6494,86.3,1410,2699,52.2,15,25.7,24.3,-10.7,256,752,176,93,991,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
2a8183b3,/en/squads/2a8183b3/2024-2025/Villarreal-Stats,Villarreal,31,38.0,14532,17825,81.5,262800,96388,6234,6978,89.3,6564,7485,87.7,1463,2559,57.2,51,49.7,48.0,+1.3,427,1146,371,102,1522,12,2024-2025,eb5f2c5e-a10a-4a04-bb54-5e9a9b4a47fa
